oz1	oz2	oz3	oz4	oz5	oz6	oz7	oz8	oz9	oz10	oz11	oz12	oz13	oz14	oz15	oz16	oz17	oz18	oz19	oz20	oz21	oz22	oz23	oz24	oz25	oz26	oz27	oz28	oz29	oz30	oz31	oz32	oz33	oz34	oz35	oz36	oz37	oz38	oz39	oz40	oz41	oz42	oz43	oz44	oz45	oz46	oz47	oz48	oz49	oz50	target
0.9839443564415005	1.249930858612043	0.014833969064048338	-0.27365013957023626	0.5352933406829827	-0.04538543522358176	0.7336878776550249	-0.13095088303088878	1.1488685607910218	0.12409354746341929	-1.3658374547958365	-0.9341789484024059	-1.227085471153258	0.5383249521255471	-1.5991396903991697	-1.4121371507644633	-0.4082415103912336	1.6745369434356698	-0.8868694305419963	0.7921165227889985	-1.6273611783981312	0.8140565156936598	-0.05690588802099418	-0.5378498435020449	1.379865050315856	-0.7789660096168508	-0.8539741039276181	-1.450406551361085	-0.21444934606552046	1.7110246419906605	-0.5486310720443731	1.2437881231307997	-1.0889813899993808	1.298978090286253	0.04812931641936409	0.7879183292388907	1.3702689409255955	1.1326670646667483	1.59958958625793	-1.031821966171266	0.2972586154937728	0.3031522929668434	1.6565649509429898	-1.6465514898300124	1.262836337089537	0.930126070976261	0.9403705596923861	-0.07148697972297942	-0.07441019266843674	0.9617958664894144	-1.6323744058609009	
-0.15606118738651373	0.591305911540988	-1.3979490995407124	0.9878408908843946	-1.231686472892761	-0.8873895406723025	-1.633301496505737	0.7358553409576405	-1.3853082656860336	0.2557034790515918	-0.5406211614608776	0.3949110805988319	-0.9498384594917278	1.5471085309982309	-0.4260860681533847	0.45632013678550315	0.05977476760744591	1.323889970779424	-0.8076171875	-0.37441310286522034	-1.2921594381332424	-0.32384938001632535	-0.8790990114212026	-0.5864580273628227	-0.7374646663665793	-0.5459081530571008	-1.5742664337158234	1.6165045499801667	0.6997258663177506	-0.8584257364273056	0.6772001385688767	0.9753533601760827	1.5842784643173191	-0.6030805110931364	0.5967974066734331	-0.8511826992034923	-1.2443138360977164	1.4729266166687012	-0.33193826675415256	0.11095628142356892	-0.8363560438156111	-1.4327621459960949	1.2416779994964575	-0.94108259677887	-1.5750926733016966	1.6937836408615132	-1.1597425937652603	-1.3625206947326682	-0.7005821466445932	0.6225953102111831	0.2699320614337921	
-0.6245595812797557	-0.2330044060945528	-1.1327940225601147	-0.1390773057937599	0.663901269435886	0.6591429114341774	-0.13470658659935028	0.36628049612045094	0.4827989339828515	-0.22820359468459758	-0.8431477546691833	0.8015207648277266	-1.4917645454406756	-0.348997086286542	0.5157859325408922	0.44779914617539457	0.5000130534172046	-1.018893599510195	-0.7272244095802293	1.2361577749252362	-1.450479149818422	-1.4058854579925504	-1.5635077953338654	0.7091233134269705	0.24902051687240653	-1.076109051704404	-0.3198172748088816	-1.3804458379745528	0.5253611803054759	1.3101621866226207	0.6923388242721611	-1.273868560791012	0.3980348408222194	-0.21745218336582517	-0.09339801222085908	-1.1856188774108802	-0.39557281136513267	-0.9405138492584182	-0.7612174153327923	-1.0807361602783252	-1.6277883052825888	1.458084940910345	-1.7195279598236042	-1.1772985458374006	-0.21005752682686132	0.5194630026817308	-1.1987667083740199	0.8978285193443316	-0.07744837552309335	-1.4264522790908833	1.298222541809082	
-0.23142373561859164	0.17601482570171118	-1.088737845420833	0.8501803278923001	-0.24213193356990878	0.4206926226615915	0.9953719973564168	-0.9287804365158099	0.41845256090163735	-0.5771913528442321	1.076565861701965	1.3960735797882027	0.32675027847289895	-1.4983989000320408	-1.1769529581069909	1.7024794816970847	-0.36307051777839533	-1.5439779758453378	-0.2598984241485602	1.496535778045657	-0.5994769334793042	1.56131851673126	-0.2708607614040403	1.6630803346633911	-0.8216463923454256	1.0075734853744494	1.3038352727890035	0.4726304411888074	1.5058221817016606	0.16076080501079362	-0.481599152088165	-1.534209609031677	1.183901190757751	0.25869610905647256	0.3859241306781767	-0.6011848449707001	-0.4422742724418645	-0.1949501931667326	-1.1526337862014777	0.20694644749164554	1.64294064044952	-0.42348194122314414	1.2315469980239866	1.0182416439056372	0.4257377386093156	-1.2759037017822277	1.4988410472869866	1.04324781894684	-0.5537361502647401	-0.2551186084747352	1.2476606369018555	
-0.6627726554870607	0.18538233637809717	-1.310412764549257	1.238649606704713	1.681172251701353	-0.041958302259451706	-0.09435909986496042	-1.5510610342025706	1.283978462219232	-0.008615128695968689	1.152566552162165	0.23997075855732	0.8496048450470002	0.4894542694091795	-1.3635429143905644	-1.068059325218205	0.8316658139228826	-1.5756806135177606	0.8689146041870126	0.40328848361968367	-1.711027145385736	1.4865276813507031	1.2223166227340723	0.48297610878944425	-1.1091730594635014	0.6933195590972887	1.431081652641293	-0.26796886324882097	0.9450829029083336	-1.5262099504470823	-0.8680229783058185	-0.7797943353652951	0.25623157620429726	0.7952741384506217	-0.5255933403968774	1.0192376375198333	1.3452008962631221	1.3864012956619254	-0.8292653560638441	-0.963709652423857	0.9792238473892201	0.8919562697410511	1.7202775478362997	-0.6853806972503625	0.9295982718467739	-1.5971075296401986	-0.01959850080311363	-0.1276961863040888	-1.513206005096437	-0.08254224807024016	1.9667377471923828	
-1.009104251861574	-1.633199572563171	0.5739617347717256	0.8215657472610488	-1.0075004100799574	-1.3918561935424822	-0.038434341549872894	1.0310128927230826	-0.5965419411659245	-0.5907605886459385	1.8304697275161754	-0.48976698517799583	-0.5400922894477796	0.641804933547973	-1.2339707612991335	-1.2649953365325965	-0.2627113461494446	0.5857103466987629	0.5644155740737908	0.49065524339676114	0.13513050973415067	0.4640899896621768	-1.4347476959228516	1.1617268323898304	-1.3573863506317148	-1.58136117458344	-1.3797434568405156	-0.07904501259327029	-0.5915213823318474	-1.1163196563720723	0.41047120094299455	1.0265798568725568	-0.8268237113952667	-0.08099192380904846	1.5919363498687746	1.5252448320388765	-1.6602536439895619	0.1418552249670025	-1.0054929256439198	0.08789636194706055	-0.44756969809532043	0.2559312283992762	-0.5964726209640522	-1.1292662620544436	-0.742257177829742	0.5584605336189303	-0.7461725473403976	-1.183948516845702	0.2383770048618336	1.6600751876831077	-0.2864667475223541	
0.4131327867507933	0.46583104133605846	-0.1293114870786632	0.860771834850312	1.6613881587982149	-1.6248551607131934	1.7861392498016304	0.6208254694938647	0.2315073460340479	1.5400868654251127	-0.10025701671838734	0.38129237294197044	-1.59822392463684	-0.2809911370277405	-0.6958132982254038	0.8599715232849127	-0.05581204965710446	0.49225571751594593	0.6555852293968193	-0.9351506829261775	0.6187298893928529	-0.16373370587825858	1.253457188606262	-1.0952370166778571	0.7326889038085936	-0.11708027869462874	0.028502292931081814	1.7558550834655784	-1.5845247507095312	0.12016355991363699	-0.4509533643722513	-0.013148805126548686	1.4166032075881942	-1.2307459115982076	-1.4686675071716315	0.8031844496726994	-0.43799412250518843	-0.6230593919754058	-1.3248528242111208	0.3957292139530187	-0.611540675163271	0.7152230143547057	-0.546053409576414	0.011855622753500793	1.2352087497711188	-1.1919604539871242	-1.6431214809417747	0.14292487502098078	-1.601718902587891	-0.30543336272239985	-0.1400904357433319	
1.0434161424636854	1.2878851890563965	0.1604357808828366	0.11532291024923338	-0.5023206472396877	-0.6088883280754105	0.1496355235576644	0.8704470396041881	-0.35648104548454235	-0.21847614645957997	1.4692522287368737	-0.9407439827919019	-1.2220274209976192	-1.3880621194839484	0.9678829312324502	-0.4555985331535334	-1.0604317188262917	-0.7669647932052613	-1.2034293413162214	1.4663653373718244	0.6446545720100448	-0.14990550279617434	-0.2402838617563235	0.4668536186218286	-0.5044929385185226	0.4183143377304151	0.9460311532020539	1.443294048309326	-1.5507682561874425	1.239619135856628	-1.4248152971267676	-0.8196233510971064	0.491536438465123	0.2858741581439957	0.10864087194204461	-1.1148453950881962	0.8918313384056057	-0.9967362284660304	-0.7458947896957424	-0.8086819052696245	0.16376970708369984	-0.24498476088046953	-1.3770425319671622	1.596635103225707	0.4313912093639369	0.18634109199046758	-0.6921836733818053	1.3884239196777375	-0.9755462408065809	-0.2054295837879183	-1.4358460903167725	
0.2254919409751896	1.207376956939698	-1.6784341335296635	0.5569554567337044	0.7381857633590694	0.961584508419034	-0.8007805943489111	-0.21065038442611614	0.7586540579795885	0.9787986278533912	-1.35176944732666	-0.3689396381378133	-1.3320877552032484	-1.3682599067688037	0.12969489395618172	-0.8162104487419096	0.024171743541957953	-1.4077310562133776	-0.3524073064327232	0.5300804376602165	1.4371294975280757	1.3143589496612542	1.5550227165222172	0.590913772583007	1.120653152465819	-1.26670384407043	-0.288653194904328	-1.0215461254119853	-0.6810453534126306	0.5556561946868909	-1.0549144744873036	-0.899183571338654	0.8180477023124734	0.38824465870857106	0.1936241239309326	0.17068657279014515	-1.5732237100601194	-0.2450923770666095	1.1510194540023841	-1.357983708381652	-0.6571083664894068	-0.6013158559799179	-0.9715147614479045	-0.9853363633155808	1.4562523365020734	1.2302608489990172	-0.5032555460929852	-0.4556716382503474	0.016171030700204626	-0.8660977482795712	-0.8023130893707275	
1.3628891706466686	0.6462152004241918	1.395084142684942	0.8876919150352452	1.395182251930238	1.3452767133712822	0.16403953731060097	-0.4671488702297236	-1.1480063199996922	0.19697886705398676	0.42790275812149337	0.22970902919769082	0.47410506010055314	1.070319533348084	1.0038546323776227	-1.6752357482910123	-1.749085426330566	1.2014060020446826	-0.6246093511581405	1.4732977151870734	-1.4974938631057726	1.1976902484893803	-0.9162313342094445	-1.1399619579315194	0.6256028413772591	0.40400618314743025	-0.7640513181686367	1.1707762479782087	-0.43939894437790183	-0.19578471779823442	-1.3644778728485132	-1.491353631019595	1.4162487983703613	-1.653030753135684	0.04998382925987343	-1.1222536563873229	-0.7378216385841373	0.7772982120513928	-0.6518433094024695	1.0070970058441144	0.5504206418991099	-0.8133789300918581	-1.6180442571640008	-1.4451401233673116	1.337060451507567	1.086815118789674	-1.635525465011598	0.1950883120298394	0.32790565490722495	0.02345546148717341	-1.0208711624145508	
